input,normalized,correct_label,time_context,location_context
i want donut,i want donut,donut,night,community
i want to eat,i want to eat,snack,afternoon,hospital
i want orange juice,i want orange juice,orange juice,evening,restaurant
ther are some blocks,there are some blocks,blocks,evening,restaurant
be safety,be safety,safety,morning,home
please tell me again,please tell me again,please tell me again,midday,school
iwas pinched,was pinched,i was pinched,evening,restaurant
i am hungry,i am hungry,dinner,night,community
this isbrown,this brown,brown,midday,school
there s the dove,there s the dove,dove,evening,restaurant
i want a drink,i want a drink,coca-cola,evening,restaurant
where is the scl,where is the scale,scale,afternoon,hospital
this is my brother,this is my brother,brother,night,community
giv me peanut butter,give me peanut butter,peanut butter,morning,home
please give me,please give me,please give me,morning,home
i wnt smoothie,i want smoothie,smoothie,night,community
can you help put on clothe,can you help put on clothes,help put on clothes,midday,school
i want to change my jaens,i want to change my jeans,change jeans,afternoon,hospital
there is m frock,there is m frock,frock,morning,home
add smoe chilli,add some chilli,chilli,night,community
i feel cold,i feel cold,jacket,midday,school
it is the place of worship,it is the place of worship,places of worship,midday,school
tk me to hospital,tk me to hospital,hospital,evening,restaurant
help m with my shirt,help m with my shirt,shirt,midday,school
where is th scale,where is the scale,scale,evening,restaurant
its wsm,its wsm,awesome!,night,community
iwant to go to clinic,want to go to clinic,clinic,afternoon,hospital
its a cuckoo,its a cuckoo,cuckoo,evening,restaurant
i want a drnk,i want a drnk,water,morning,home
i watn to change my leggins,i what to change my leggins,change leggings,morning,home
i want to sleep,i want to sleep,nap,midday,school
my fingers,my fingers,fingers,night,community
itsthe elephant,itsthe elephant,elephant,evening,restaurant
i love chaat,i love chaat,chaat,night,community
give me peanut butter,give me peanut butter,peanut butter,evening,restaurant
i is black,i is black,black,morning,home
there is a dg,there is a dog,dog,evening,restaurant
take my cap,take my cap,cap,evening,restaurant
i want sheera,i want sheera,sheera,afternoon,hospital
thr is some money,there is some money,money,night,community
there is kingfisher,there is kingfisher,kingfisher,morning,home
there is a divdier,there is a divider,divider,night,community
i am hungry,i am hungry,breakfast,morning,home
i want to wr salwar kameez,i want to wr salwar kameez,salwar kameez,night,community
there is the skiping rope,there is the skiping rope,skipping rope,evening,restaurant
whr is the pencil lead,where is the pencil lead,pencil lead,evening,restaurant
happy halloween,happy halloween,halloween,evening,restaurant
i want a soft toy,i want a soft toy,soft toy,evening,restaurant
i want some lemon juice,i want some lemon juice,lemon juice,midday,school
mak some paratha,make some paratha,paratha,midday,school
take me t balcony,take me t balcony,balcony,evening,restaurant
i see birds,i see birds,birds,afternoon,hospital
i need medicine,i need medicine,syrup,night,community
can yo help put on clothes,can you help put on clothes,help put on clothes,midday,school
i want to eat with small bts,i want to eat with small bites,eat with small bites,morning,home
i want to change myshoe,i want to change shoe,change shoes,midday,school
i need medicin,i need medicin,syrup,evening,restaurant
i wan to sleep,i wan to sleep,nap,midday,school
there is the pig,there is the pig,pig,evening,restaurant
give me some fruit,give me some fruit,fruit,evening,restaurant
giveme some chocolates,give some chocolates,chocolate,midday,school
gveme some idli,gve some idli,idli,night,community
get mynecklace,get necklace,necklace,afternoon,hospital
i seebirds,i birds,birds,afternoon,hospital
take my abg,take my abg,bag,morning,home
i want to see my schl,i want to see my school,school,night,community
i want some snack mix,i want some snack mix,snack mix,midday,school
i want to sleep,i want to sleep,rest,evening,restaurant
 want kiwi,want kiwi,kiwi,midday,school
i want to wea watch,i want to wear watch,watch,afternoon,hospital
itsfun,itsfun,fun,night,community
its a square,its a square,square,afternoon,hospital
get me a glass,get me a glass,glass,afternoon,hospital
i want to change my jaens,i want to change my jeans,change jeans,midday,school
i want tosee nurse,i want see nurse,nurse,night,community
can you chagne music,can you change music,change music,morning,home
its snowy,its snowy,snowy,afternoon,hospital
whr is the pencil lead,where is the pencil lead,pencil lead,morning,home
i want to eat,i want to eat,snack,afternoon,hospital
i am amazed,i am amazed,amazed,evening,restaurant
i want mac and cheese,i want mac and cheese,mac and cheese,midday,school
i am hungry,i am hungry,breakfast,morning,home
take me to bedroom,take me to bedroom,bedroom,evening,restaurant
they are myfriends,they are friends,friends,afternoon,hospital
goo night,good night,good night,midday,school
add osme chilli,add some chilli,chilli,evening,restaurant
i feel cold,i feel cold,blanket,morning,home
its rde,its ride,red,midday,school
pls take me,pls take me,please take me,night,community
i am doing leg exercise,i am doing leg exercise,leg exercises,morning,home
have a good day,have a good day,day,morning,home
i want a drnk,i want a drnk,coca-cola,evening,restaurant
itsa cat,its cat,cat,night,community
i need cold drinks,i need cold drinks,cold drinks,afternoon,hospital
i want to sleap,i want to sleap,nap,midday,school
swtch on the light,switch on the light,light,morning,home
i want pnppl,i want pnppl,pineapple,afternoon,hospital
i want to go in bike,i want to go in bike,bike,midday,school
good mrnng,good morning,good morning,night,community
i amin pain,i pain pain,i am in pain,midday,school
there is pand,there is panda,panda,evening,restaurant
is this the standing line,is this the standing line,standing line,evening,restaurant
i wan a drink,i wan a drink,soda,night,community
i wan to do some exercise,i want to do some exercise,exercises,midday,school
"""give me water.""","""give me water.""",water,midday,school
i feel pain,i feel pain,clinic,night,community
i likecheese,i cheese,cheese,afternoon,hospital
i love mango,i love mango,mango,night,community
happy christmas,happy christmas,christmas,night,community
take al the books,take dal the books,books,midday,school
there is a parrot,there is a parrot,parrot,morning,home
i feel cold,i feel cold,sweater,evening,restaurant
hi-five,hi-five,hi-five,morning,home
i wan a drink,i wan a drink,coca-cola,evening,restaurant
i like soccer,i like soccer,soccer,afternoon,hospital
what is the current season,what is the current season,current season,night,community
i need cold drinks,i need cold drinks,cold drinks,afternoon,hospital
i want food,i want food,tiffin,evening,restaurant
ho much is it,how much is it,how much,morning,home
i want food,i want food,tiffin,evening,restaurant
i lovebowling,i bowling,bowling,afternoon,hospital
ad some pepper,sad some pepper,pepper,midday,school
i liketo play chess,i like play chess,chess,morning,home
i want bournvita,i want bournvita,bournvita,midday,school
happychristmas,christmas,christmas,morning,home
tkae me to canteen,take me to canteen,canteen,night,community
shall we play snake & ladder,shall we play snake & ladder,snakes & ladders,night,community
give me energy drikn,give me energy drink,energy drink,morning,home
i need a break,i need a break,i need a break,morning,home
itssilver,silver,silver,evening,restaurant
i wan aaloo poori,i want aaloo poori,aaloo poori,morning,home
there is the bus,there is the bus,bus,afternoon,hospital
 want to change my t-shirt,want to change my t-shirt,change t-shirt,afternoon,hospital
mystomach aches,stomach aches,stomach,morning,home
i want to eat,i want to eat,lunch,midday,school
i am thirsty,i am thirsty,soda,night,community
i want to eat,i want to eat,snack,afternoon,hospital
i want a drink,i want a drink,soda,night,community
give me sm fanta,give me sm fanta,fanta,night,community
give me paint,give me paint,paint,morning,home
hellograndma,hellograndma,grandmother,afternoon,hospital
i am angry,i am angry,angry,morning,home
no inappropriatetouch please,no inappropriate please,no inappropriate touch please,afternoon,hospital
i want fud,i want fud,snack,afternoon,hospital
i wan food,i wan food,dinner,night,community
i need medicine,i need medicine,tablet,midday,school
its the dlophin,its the dolphin,dolphin,evening,restaurant
be safety,be safety,safety,evening,restaurant
can you repeat that questio,can you repeat that question,questions,morning,home
i feel pain,i feel pain,nurse,midday,school
i want med wada,i want medu wada,medu wada,midday,school
can you help put on clothes,can you help put on clothes,help put on clothes,night,community
can you seal it,can you seal it,seal,morning,home
i want fud,i want fud,tiffin,evening,restaurant
it is the place of worship,it is the place of worship,places of worship,midday,school
i want to sleep,i want to sleep,sleep,night,community
m hat,m hat,hat,night,community
i am thirsty,i am thirsty,water,afternoon,hospital
give mebear,give bear,bear,night,community
this s my brother,this s my brother,brother,midday,school
i want food,i want food,breakfast,morning,home
give me some biscuit,give me some biscuit,biscuits,evening,restaurant
i have a bed tim routine,i have a bed time routine,bed time routine,midday,school
give memuseli,give museli,muesli,night,community
my hair,my hair,hair,evening,restaurant
my clothes rae tight,my clothes rae tight,my clothes are tight,morning,home
i want food,i want food,tiffin,evening,restaurant
please lsow down,please slow down,please slow down,midday,school
i want to eat,i want to eat,lunch,midday,school
omelette psl,omelette psl,omelette,midday,school
i like softball,i like softball,softball,midday,school
i wan a drink,i wan a drink,water,afternoon,hospital
i want some grps,i want some grapes,grapes,night,community
i need medicin,i need medicin,tablet,morning,home
i want a drnk,i want a drnk,juice,midday,school
i love bowling,i love bowling,bowling,midday,school
give me some foo,give me some food,food,evening,restaurant
i want to sleep,i want to sleep,nap,morning,home
i am confused,i am confused,confused,evening,restaurant
give me some fruit,give me some fruit,fruit,morning,home
hello,hello,hello,night,community
i am thirsty,i am thirsty,juice,evening,restaurant
i want some pear,i want some pear,pear,night,community
it is 050 rupees,it is 50 rupees,inr 500,night,community
i want food,i want food,tiffin,evening,restaurant
good nigh,good night,night,afternoon,hospital
i see a crocodile,i see a crocodile,crocodile,evening,restaurant
pls take me,pls take me,please take me,afternoon,hospital
my eblow,my blow,elbow,midday,school
i am hungry,i am hungry,lunch,midday,school
st in chair,sit in chair,chair,midday,school
i want to eat,i want to eat,lunch,midday,school
i want brnvt,i want brnvt,bournvita,evening,restaurant
hel me with my shoes,hepl me with my shoes,shoes,morning,home
i want fud,i want fud,dinner,night,community
i feel cold,i feel cold,sweater,evening,restaurant
i want a drink,i want a drink,water,morning,home
wehre is the sellotape,where is the sellotape,sellotape,midday,school
its adiamond,its diamond,diamond,afternoon,hospital
i feel pain,i feel pain,rest,morning,home
